date,level,degrees
5/25/2001,101.8785764,145
5/26/2001,101.8731929,146
5/27/2001,101.867639,147
5/28/2001,101.8619193,148
5/29/2001,101.8560381,149
5/30/2001,101.85,150
5/31/2001,101.8438096,151
6/1/2001,101.8374716,152
6/2/2001,101.8309905,153
6/3/2001,101.8243711,154
6/4/2001,101.8176183,155
6/5/2001,101.8107366,156
6/6/2001,101.8037311,157
6/7/2001,101.7966066,158
6/8/2001,101.7893679,159
6/9/2001,101.7820201,160
6/10/2001,101.7745682,161
6/11/2001,101.767017,162
6/12/2001,101.7593717,163
6/13/2001,101.7516374,164
6/14/2001,101.743819,165
6/15/2001,101.7359219,166
6/16/2001,101.7279511,167
6/17/2001,101.7199117,168
6/18/2001,101.711809,169
6/19/2001,101.7036482,170
6/20/2001,101.6954345,171
6/21/2001,101.6871731,172
6/22/2001,101.6788693,173
6/23/2001,101.6705285,174
6/24/2001,101.6621557,175
6/25/2001,101.6537565,176
6/26/2001,101.645336,177
6/27/2001,101.6368995,178
6/28/2001,101.6284524,179
6/29/2001,101.62,180
6/30/2001,101.6115476,181
7/1/2001,101.6031005,182
7/2/2001,101.594664,183
7/3/2001,101.5862435,184
7/4/2001,101.5778443,185
7/5/2001,101.5694715,186
7/6/2001,101.5611307,187
7/7/2001,101.5528269,188
7/8/2001,101.5445655,189
7/9/2001,101.5363518,190
7/10/2001,101.528191,191
7/11/2001,101.5200883,192
7/12/2001,101.5120489,193
7/13/2001,101.5040781,194
7/14/2001,101.496181,195
7/15/2001,101.4883626,196
7/16/2001,101.4806283,197
7/17/2001,101.472983,198
7/18/2001,101.4654318,199
7/19/2001,101.4579799,200
7/20/2001,101.4506321,201
7/21/2001,101.4433934,202
7/22/2001,101.4362689,203
7/23/2001,101.4292634,204
7/24/2001,101.4223817,205
7/25/2001,101.4156289,206
7/26/2001,101.4090095,207
7/27/2001,101.4025284,208
7/28/2001,101.3961904,209
7/29/2001,101.39,210
7/30/2001,101.3839619,211
7/31/2001,101.3780807,212
8/1/2001,101.372361,213
8/2/2001,101.3668071,214
8/3/2001,101.3614236,215
8/4/2001,101.3562147,216
8/5/2001,101.351185,217
8/6/2001,101.3463385,218
8/7/2001,101.3416796,219
8/8/2001,101.3372124,220
8/9/2001,101.332941,221
8/10/2001,101.3288694,222
8/11/2001,101.3250016,223
8/12/2001,101.3213416,224
8/13/2001,101.3178932,225
8/14/2001,101.3146602,226
8/15/2001,101.3116463,227
8/16/2001,101.3088552,228
8/17/2001,101.3062904,229
8/18/2001,101.3039556,230
8/19/2001,101.301854,231
8/20/2001,101.2999892,232
8/21/2001,101.2983645,233
8/22/2001,101.296983,234
8/23/2001,101.295848,235
8/24/2001,101.2949624,236
8/25/2001,101.2943294,237
8/26/2001,101.2939519,238
8/27/2001,101.2938327,239
8/28/2001,101.2939746,240
8/29/2001,101.2943803,241
8/30/2001,101.2950524,242
8/31/2001,101.2959935,243
9/1/2001,101.297206,244
9/2/2001,101.2986922,245
9/3/2001,101.3004545,246
9/4/2001,101.3024951,247
9/5/2001,101.3048161,248
9/6/2001,101.3074196,249
9/7/2001,101.3103074,250
9/8/2001,101.3134814,251
9/9/2001,101.3169435,252
9/10/2001,101.3206952,253
9/11/2001,101.3247383,254
9/12/2001,101.3290742,255
9/13/2001,101.3337043,256
9/14/2001,101.3386299,257
9/15/2001,101.3438524,258
9/16/2001,101.3493728,259
9/17/2001,101.3551922,260
9/18/2001,101.3613117,261
9/19/2001,101.3677319,262
9/20/2001,101.3744538,263
9/21/2001,101.3814781,264
9/22/2001,101.3888053,265
9/23/2001,101.3964359,266
9/24/2001,101.4043705,267
9/25/2001,101.4126092,268
9/26/2001,101.4211523,269
9/27/2001,101.43,270
9/28/2001,101.4391523,271
9/29/2001,101.4486092,272
9/30/2001,101.4583705,273
10/1/2001,101.4684359,274
10/2/2001,101.4788053,275
10/3/2001,101.4894781,276
10/4/2001,101.5004538,277
10/5/2001,101.5117319,278
10/6/2001,101.5233117,279
10/7/2001,101.5351922,280
10/8/2001,101.5473728,281
10/9/2001,101.5598524,282
10/10/2001,101.5726299,283
10/11/2001,101.5857043,284
10/12/2001,101.5990742,285
10/13/2001,101.6127383,286
10/14/2001,101.6266952,287
10/15/2001,101.6409435,288
10/16/2001,101.6554814,289
10/17/2001,101.6703074,290
10/18/2001,101.6854196,291
10/19/2001,101.7008161,292
10/20/2001,101.7164951,293
10/21/2001,101.7324545,294
10/22/2001,101.7486922,295
10/23/2001,101.765206,296
10/24/2001,101.7819935,297
10/25/2001,101.7990524,298
10/26/2001,101.8163803,299
10/27/2001,101.8339746,300
10/28/2001,101.8518327,301
10/29/2001,101.8699519,302
10/30/2001,101.8883294,303
10/31/2001,101.9069624,304
11/1/2001,101.925848,305
11/2/2001,101.944983,306
11/3/2001,101.9643645,307
11/4/2001,101.9839892,308
11/5/2001,102.003854,309
11/6/2001,102.0239556,310
11/7/2001,102.0442904,311
11/8/2001,102.0648552,312
11/9/2001,102.0856463,313
11/10/2001,102.1066602,314
11/11/2001,102.1278932,315
11/12/2001,102.1493416,316
11/13/2001,102.1710016,317
11/14/2001,102.1928694,318
11/15/2001,102.214941,319
11/16/2001,102.2372124,320
11/17/2001,102.2596796,321
11/18/2001,102.2823385,322
11/19/2001,102.305185,323
11/20/2001,102.3282147,324
11/21/2001,102.3514236,325
11/22/2001,102.3748071,326
11/23/2001,102.398361,327
11/24/2001,102.4220807,328
11/25/2001,102.4459619,329
11/26/2001,102.47,330
11/27/2001,102.4941904,331
11/28/2001,102.5185284,332
11/29/2001,102.5430095,333
11/30/2001,102.5676289,334
12/1/2001,102.5923817,335
12/2/2001,102.6172634,336
12/3/2001,102.6422689,337
12/4/2001,102.6673934,338
12/5/2001,102.6926321,339
12/6/2001,102.7179799,340
12/7/2001,102.7434318,341
12/8/2001,102.768983,342
12/9/2001,102.7946283,343
12/10/2001,102.8203626,344
12/11/2001,102.846181,345
12/12/2001,102.8720781,346
12/13/2001,102.8980489,347
12/14/2001,102.9240883,348
12/15/2001,102.950191,349
12/16/2001,102.9763518,350
12/17/2001,103.0025655,351
12/18/2001,103.0288269,352
12/19/2001,103.0551307,353
12/20/2001,103.0814715,354
12/21/2001,103.1078443,355
12/22/2001,103.1342435,356
12/23/2001,103.160664,357
12/24/2001,103.1871005,358
12/25/2001,103.2135476,359
12/26/2001,103.24,360
12/27/2001,103.2664524,361
12/28/2001,103.2928995,362
12/29/2001,103.319336,363
12/30/2001,103.3457565,364
12/31/2001,103.3721557,365
1/1/2002,103.3985285,366
1/2/2002,103.4248693,367
1/3/2002,103.4511731,368
1/4/2002,103.4774345,369
1/5/2002,103.5036482,370
1/6/2002,103.529809,371
1/7/2002,103.5559117,372
1/8/2002,103.5819511,373
1/9/2002,103.6079219,374
1/10/2002,103.633819,375
1/11/2002,103.6596374,376
1/12/2002,103.6853717,377
1/13/2002,103.711017,378
1/14/2002,103.7365682,379
1/15/2002,103.7620201,380
1/16/2002,103.7873679,381
1/17/2002,103.8126066,382
1/18/2002,103.8377311,383
1/19/2002,103.8627366,384
1/20/2002,103.8876183,385
1/21/2002,103.9123711,386
1/22/2002,103.9369905,387
1/23/2002,103.9614716,388
1/24/2002,103.9858096,389
1/25/2002,104.01,390
1/26/2002,104.0340381,391
1/27/2002,104.0579193,392
1/28/2002,104.081639,393
1/29/2002,104.1051929,394
1/30/2002,104.1285764,395
1/31/2002,104.1517853,396
2/1/2002,104.174815,397
2/2/2002,104.1976615,398
2/3/2002,104.2203204,399
2/4/2002,104.2427876,400
2/5/2002,104.265059,401
2/6/2002,104.2871306,402
2/7/2002,104.3089984,403
2/8/2002,104.3306584,404
2/9/2002,104.3521068,405
2/10/2002,104.3733398,406
2/11/2002,104.3943537,407
2/12/2002,104.4151448,408
2/13/2002,104.4357096,409
2/14/2002,104.4560444,410
2/15/2002,104.476146,411
2/16/2002,104.4960108,412
2/17/2002,104.5156355,413
2/18/2002,104.535017,414
2/19/2002,104.554152,415
2/20/2002,104.5730376,416
2/21/2002,104.5916706,417
2/22/2002,104.6100481,418
2/23/2002,104.6281673,419
2/24/2002,104.6460254,420
2/25/2002,104.6636197,421
2/26/2002,104.6809476,422
2/27/2002,104.6980065,423
2/28/2002,104.714794,424
3/1/2002,104.7313078,425
3/2/2002,104.7475455,426
3/3/2002,104.7635049,427
3/4/2002,104.7791839,428
3/5/2002,104.7945804,429
3/6/2002,104.8096926,430
3/7/2002,104.8245186,431
3/8/2002,104.8390565,432
3/9/2002,104.8533048,433
3/10/2002,104.8672617,434
3/11/2002,104.8809258,435
3/12/2002,104.8942957,436
3/13/2002,104.9073701,437
3/14/2002,104.9201476,438
3/15/2002,104.9326272,439
3/16/2002,104.9448078,440
3/17/2002,104.9566883,441
3/18/2002,104.9682681,442
3/19/2002,104.9795462,443
3/20/2002,104.9905219,444
3/21/2002,105.0011947,445
3/22/2002,105.0115641,446
3/23/2002,105.0216295,447
3/24/2002,105.0313908,448
3/25/2002,105.0408477,449
3/26/2002,105.05,450
3/27/2002,105.0588477,451
3/28/2002,105.0673908,452
3/29/2002,105.0756295,453
3/30/2002,105.0835641,454
3/31/2002,105.0911947,455
4/1/2002,105.0985219,456
4/2/2002,105.1055462,457
4/3/2002,105.1122681,458
4/4/2002,105.1186883,459
4/5/2002,105.1248078,460
4/6/2002,105.1306272,461
4/7/2002,105.1361476,462
4/8/2002,105.1413701,463
4/9/2002,105.1462957,464
4/10/2002,105.1509258,465
4/11/2002,105.1552617,466
4/12/2002,105.1593048,467
4/13/2002,105.1630565,468
4/14/2002,105.1665186,469
4/15/2002,105.1696926,470
4/16/2002,105.1725804,471
4/17/2002,105.1751839,472
4/18/2002,105.1775049,473
4/19/2002,105.1795455,474
4/20/2002,105.1813078,475
4/21/2002,105.182794,476
4/22/2002,105.1840065,477
4/23/2002,105.1849476,478
4/24/2002,105.1856197,479
4/25/2002,105.1860254,480
4/26/2002,105.1861673,481
4/27/2002,105.1860481,482
4/28/2002,105.1856706,483
4/29/2002,105.1850376,484
4/30/2002,105.184152,485
5/1/2002,105.183017,486
5/2/2002,105.1816355,487
5/3/2002,105.1800108,488
5/4/2002,105.178146,489
5/5/2002,105.1760444,490
5/6/2002,105.1737096,491
5/7/2002,105.1711448,492
5/8/2002,105.1683537,493
5/9/2002,105.1653398,494
5/10/2002,105.1621068,495
5/11/2002,105.1586584,496
5/12/2002,105.1549984,497
5/13/2002,105.1511306,498
5/14/2002,105.147059,499
5/15/2002,105.1427876,500
5/16/2002,105.1383204,501
5/17/2002,105.1336615,502
5/18/2002,105.128815,503
5/19/2002,105.1237853,504
5/20/2002,105.1185764,505
5/21/2002,105.1131929,506
5/22/2002,105.107639,507
5/23/2002,105.1019193,508
5/24/2002,105.0960381,509
5/25/2002,105.09,510
5/26/2002,105.0838096,511
5/27/2002,105.0774716,512
5/28/2002,105.0709905,513
5/29/2002,105.0643711,514
5/30/2002,105.0576183,515
5/31/2002,105.0507366,516
6/1/2002,105.0437311,517
6/2/2002,105.0366066,518
6/3/2002,105.0293679,519
6/4/2002,105.0220201,520
6/5/2002,105.0145682,521
6/6/2002,105.007017,522
6/7/2002,104.9993717,523
6/8/2002,104.9916374,524
6/9/2002,104.983819,525
6/10/2002,104.9759219,526
6/11/2002,104.9679511,527
6/12/2002,104.9599117,528
6/13/2002,104.951809,529
6/14/2002,104.9436482,530
6/15/2002,104.9354345,531
6/16/2002,104.9271731,532
6/17/2002,104.9188693,533
6/18/2002,104.9105285,534
6/19/2002,104.9021557,535
6/20/2002,104.8937565,536
6/21/2002,104.885336,537
6/22/2002,104.8768995,538
6/23/2002,104.8684524,539
6/24/2002,104.86,540
6/25/2002,104.8515476,541
6/26/2002,104.8431005,542
6/27/2002,104.834664,543
6/28/2002,104.8262435,544
6/29/2002,104.8178443,545
6/30/2002,104.8094715,546
7/1/2002,104.8011307,547
7/2/2002,104.7928269,548
7/3/2002,104.7845655,549
7/4/2002,104.7763518,550
7/5/2002,104.768191,551
7/6/2002,104.7600883,552
7/7/2002,104.7520489,553
7/8/2002,104.7440781,554
7/9/2002,104.736181,555
7/10/2002,104.7283626,556
7/11/2002,104.7206283,557
7/12/2002,104.712983,558
7/13/2002,104.7054318,559
7/14/2002,104.6979799,560
7/15/2002,104.6906321,561
7/16/2002,104.6833934,562
7/17/2002,104.6762689,563
7/18/2002,104.6692634,564
7/19/2002,104.6623817,565
7/20/2002,104.6556289,566
7/21/2002,104.6490095,567
7/22/2002,104.6425284,568
7/23/2002,104.6361904,569
7/24/2002,104.63,570
7/25/2002,104.6239619,571
7/26/2002,104.6180807,572
7/27/2002,104.612361,573
7/28/2002,104.6068071,574
7/29/2002,104.6014236,575
7/30/2002,104.5962147,576
7/31/2002,104.591185,577
8/1/2002,104.5863385,578
8/2/2002,104.5816796,579
8/3/2002,104.5772124,580
8/4/2002,104.572941,581
8/5/2002,104.5688694,582
8/6/2002,104.5650016,583
8/7/2002,104.5613416,584
8/8/2002,104.5578932,585
8/9/2002,104.5546602,586
8/10/2002,104.5516463,587
8/11/2002,104.5488552,588
8/12/2002,104.5462904,589
8/13/2002,104.5439556,590
8/14/2002,104.541854,591
8/15/2002,104.5399892,592
8/16/2002,104.5383645,593
8/17/2002,104.536983,594
8/18/2002,104.535848,595
8/19/2002,104.5349624,596
8/20/2002,104.5343294,597
8/21/2002,104.5339519,598
8/22/2002,104.5338327,599
8/23/2002,104.5339746,600
8/24/2002,104.5343803,601
8/25/2002,104.5350524,602
8/26/2002,104.5359935,603
8/27/2002,104.537206,604
8/28/2002,104.5386922,605
8/29/2002,104.5404545,606
8/30/2002,104.5424951,607
8/31/2002,104.5448161,608
9/1/2002,104.5474196,609
9/2/2002,104.5503074,610
9/3/2002,104.5534814,611
9/4/2002,104.5569435,612
9/5/2002,104.5606952,613
9/6/2002,104.5647383,614
9/7/2002,104.5690742,615
9/8/2002,104.5737043,616
9/9/2002,104.5786299,617
9/10/2002,104.5838524,618
9/11/2002,104.5893728,619
9/12/2002,104.5951922,620
9/13/2002,104.6013117,621
9/14/2002,104.6077319,622
9/15/2002,104.6144538,623
9/16/2002,104.6214781,624
9/17/2002,104.6288053,625
9/18/2002,104.6364359,626
9/19/2002,104.6443705,627
9/20/2002,104.6526092,628
9/21/2002,104.6611523,629
9/22/2002,104.67,630
9/23/2002,104.6791523,631
9/24/2002,104.6886092,632
9/25/2002,104.6983705,633
9/26/2002,104.7084359,634
9/27/2002,104.7188053,635
9/28/2002,104.7294781,636
9/29/2002,104.7404538,637
9/30/2002,104.7517319,638
10/1/2002,104.7633117,639
10/2/2002,104.7751922,640
10/3/2002,104.7873728,641
10/4/2002,104.7998524,642
10/5/2002,104.8126299,643
10/6/2002,104.8257043,644
10/7/2002,104.8390742,645
10/8/2002,104.8527383,646
10/9/2002,104.8666952,647
10/10/2002,104.8809435,648
10/11/2002,104.8954814,649
10/12/2002,104.9103074,650
10/13/2002,104.9254196,651
10/14/2002,104.9408161,652
10/15/2002,104.9564951,653
10/16/2002,104.9724545,654
10/17/2002,104.9886922,655
10/18/2002,105.005206,656
10/19/2002,105.0219935,657
10/20/2002,105.0390524,658
10/21/2002,105.0563803,659
10/22/2002,105.0739746,660
10/23/2002,105.0918327,661
10/24/2002,105.1099519,662
10/25/2002,105.1283294,663
10/26/2002,105.1469624,664
10/27/2002,105.165848,665
10/28/2002,105.184983,666
10/29/2002,105.2043645,667
10/30/2002,105.2239892,668
10/31/2002,105.243854,669
11/1/2002,105.2639556,670
11/2/2002,105.2842904,671
11/3/2002,105.3048552,672
11/4/2002,105.3256463,673
11/5/2002,105.3466602,674
11/6/2002,105.3678932,675
11/7/2002,105.3893416,676
11/8/2002,105.4110016,677
11/9/2002,105.4328694,678
11/10/2002,105.454941,679
11/11/2002,105.4772124,680
11/12/2002,105.4996796,681
11/13/2002,105.5223385,682
11/14/2002,105.545185,683
11/15/2002,105.5682147,684
11/16/2002,105.5914236,685
11/17/2002,105.6148071,686
11/18/2002,105.638361,687
11/19/2002,105.6620807,688
11/20/2002,105.6859619,689
11/21/2002,105.71,690
11/22/2002,105.7341904,691
11/23/2002,105.7585284,692
11/24/2002,105.7830095,693
11/25/2002,105.8076289,694
11/26/2002,105.8323817,695
11/27/2002,105.8572634,696
11/28/2002,105.8822689,697
11/29/2002,105.9073934,698
11/30/2002,105.9326321,699
12/1/2002,105.9579799,700
12/2/2002,105.9834318,701
12/3/2002,106.008983,702
12/4/2002,106.0346283,703
12/5/2002,106.0603626,704
12/6/2002,106.086181,705
12/7/2002,106.1120781,706
12/8/2002,106.1380489,707
12/9/2002,106.1640883,708
12/10/2002,106.190191,709
12/11/2002,106.2163518,710
12/12/2002,106.2425655,711
12/13/2002,106.2688269,712
12/14/2002,106.2951307,713
12/15/2002,106.3214715,714
12/16/2002,106.3478443,715
12/17/2002,106.3742435,716
12/18/2002,106.400664,717
12/19/2002,106.4271005,718
12/20/2002,106.4535476,719
12/21/2002,106.48,720
12/22/2002,106.5064524,721
12/23/2002,106.5328995,722
12/24/2002,106.559336,723
12/25/2002,106.5857565,724
12/26/2002,106.6121557,725
12/27/2002,106.6385285,726
12/28/2002,106.6648693,727
12/29/2002,106.6911731,728
12/30/2002,106.7174345,729
12/31/2002,106.7436482,730
1/1/2003,106.769809,731
1/2/2003,106.7959117,732
1/3/2003,106.8219511,733
1/4/2003,106.8479219,734
1/5/2003,106.873819,735
1/6/2003,106.8996374,736
1/7/2003,106.9253717,737
1/8/2003,106.951017,738
1/9/2003,106.9765682,739
1/10/2003,107.0020201,740
1/11/2003,107.0273679,741
1/12/2003,107.0526066,742
1/13/2003,107.0777311,743
1/14/2003,107.1027366,744
1/15/2003,107.1276183,745
1/16/2003,107.1523711,746
1/17/2003,107.1769905,747
1/18/2003,107.2014716,748
1/19/2003,107.2258096,749
1/20/2003,107.25,750
1/21/2003,107.2740381,751
1/22/2003,107.2979193,752
1/23/2003,107.321639,753
1/24/2003,107.3451929,754
1/25/2003,107.3685764,755
1/26/2003,107.3917853,756
1/27/2003,107.414815,757
1/28/2003,107.4376615,758
1/29/2003,107.4603204,759
1/30/2003,107.4827876,760
1/31/2003,107.505059,761
2/1/2003,107.5271306,762
2/2/2003,107.5489984,763
2/3/2003,107.5706584,764
2/4/2003,107.5921068,765
2/5/2003,107.6133398,766
2/6/2003,107.6343537,767
2/7/2003,107.6551448,768
2/8/2003,107.6757096,769
2/9/2003,107.6960444,770
2/10/2003,107.716146,771
2/11/2003,107.7360108,772
2/12/2003,107.7556355,773
2/13/2003,107.775017,774
2/14/2003,107.794152,775
2/15/2003,107.8130376,776
2/16/2003,107.8316706,777
2/17/2003,107.8500481,778
2/18/2003,107.8681673,779
2/19/2003,107.8860254,780
2/20/2003,107.9036197,781
2/21/2003,107.9209476,782
2/22/2003,107.9380065,783
2/23/2003,107.954794,784
2/24/2003,107.9713078,785
2/25/2003,107.9875455,786
2/26/2003,108.0035049,787
2/27/2003,108.0191839,788
2/28/2003,108.0345804,789
3/1/2003,108.0496926,790
3/2/2003,108.0645186,791
3/3/2003,108.0790565,792
3/4/2003,108.0933048,793
3/5/2003,108.1072617,794
3/6/2003,108.1209258,795
3/7/2003,108.1342957,796
3/8/2003,108.1473701,797
3/9/2003,108.1601476,798
3/10/2003,108.1726272,799
3/11/2003,108.1848078,800
3/12/2003,108.1966883,801
3/13/2003,108.2082681,802
3/14/2003,108.2195462,803
3/15/2003,108.2305219,804
3/16/2003,108.2411947,805
3/17/2003,108.2515641,806
3/18/2003,108.2616295,807
3/19/2003,108.2713908,808
3/20/2003,108.2808477,809
3/21/2003,108.29,810
3/22/2003,108.2988477,811
3/23/2003,108.3073908,812
3/24/2003,108.3156295,813
3/25/2003,108.3235641,814
3/26/2003,108.3311947,815
3/27/2003,108.3385219,816
3/28/2003,108.3455462,817
3/29/2003,108.3522681,818
3/30/2003,108.3586883,819
3/31/2003,108.3648078,820
4/1/2003,108.3706272,821
4/2/2003,108.3761476,822
4/3/2003,108.3813701,823
4/4/2003,108.3862957,824
4/5/2003,108.3909258,825
4/6/2003,108.3952617,826
4/7/2003,108.3993048,827
4/8/2003,108.4030565,828
4/9/2003,108.4065186,829
4/10/2003,108.4096926,830
4/11/2003,108.4125804,831
4/12/2003,108.4151839,832
4/13/2003,108.4175049,833
4/14/2003,108.4195455,834
4/15/2003,108.4213078,835
4/16/2003,108.422794,836
4/17/2003,108.4240065,837
4/18/2003,108.4249476,838
4/19/2003,108.4256197,839
4/20/2003,108.4260254,840
4/21/2003,108.4261673,841
4/22/2003,108.4260481,842
4/23/2003,108.4256706,843
4/24/2003,108.4250376,844
4/25/2003,108.424152,845
4/26/2003,108.423017,846
4/27/2003,108.4216355,847
4/28/2003,108.4200108,848
4/29/2003,108.418146,849
4/30/2003,108.4160444,850
5/1/2003,108.4137096,851
5/2/2003,108.4111448,852
5/3/2003,108.4083537,853
5/4/2003,108.4053398,854
5/5/2003,108.4021068,855
5/6/2003,108.3986584,856
5/7/2003,108.3949984,857
5/8/2003,108.3911306,858
5/9/2003,108.387059,859
5/10/2003,108.3827876,860
5/11/2003,108.3783204,861
5/12/2003,108.3736615,862
5/13/2003,108.368815,863
5/14/2003,108.3637853,864
5/15/2003,108.3585764,865
5/16/2003,108.3531929,866
5/17/2003,108.347639,867
5/18/2003,108.3419193,868
5/19/2003,108.3360381,869
5/20/2003,108.33,870
5/21/2003,108.3238096,871
5/22/2003,108.3174716,872
5/23/2003,108.3109905,873
5/24/2003,108.3043711,874
5/25/2003,108.2976183,875
5/26/2003,108.2907366,876
5/27/2003,108.2837311,877
5/28/2003,108.2766066,878
5/29/2003,108.2693679,879
5/30/2003,108.2620201,880
5/31/2003,108.2545682,881
6/1/2003,108.247017,882
6/2/2003,108.2393717,883
6/3/2003,108.2316374,884
6/4/2003,108.223819,885
6/5/2003,108.2159219,886
6/6/2003,108.2079511,887
6/7/2003,108.1999117,888
6/8/2003,108.191809,889
6/9/2003,108.1836482,890
6/10/2003,108.1754345,891
6/11/2003,108.1671731,892
6/12/2003,108.1588693,893
6/13/2003,108.1505285,894
6/14/2003,108.1421557,895
6/15/2003,108.1337565,896
6/16/2003,108.125336,897
6/17/2003,108.1168995,898
6/18/2003,108.1084524,899
6/19/2003,108.1,900
6/20/2003,108.0915476,901
6/21/2003,108.0831005,902
6/22/2003,108.074664,903
6/23/2003,108.0662435,904
6/24/2003,108.0578443,905
6/25/2003,108.0494715,906
6/26/2003,108.0411307,907
6/27/2003,108.0328269,908
6/28/2003,108.0245655,909
6/29/2003,108.0163518,910
6/30/2003,108.008191,911
7/1/2003,108.0000883,912
7/2/2003,107.9920489,913
7/3/2003,107.9840781,914
7/4/2003,107.976181,915
7/5/2003,107.9683626,916
7/6/2003,107.9606283,917
7/7/2003,107.952983,918
7/8/2003,107.9454318,919
7/9/2003,107.9379799,920
7/10/2003,107.9306321,921
7/11/2003,107.9233934,922
7/12/2003,107.9162689,923
7/13/2003,107.9092634,924
7/14/2003,107.9023817,925
7/15/2003,107.8956289,926
7/16/2003,107.8890095,927
7/17/2003,107.8825284,928
7/18/2003,107.8761904,929
7/19/2003,107.87,930
7/20/2003,107.8639619,931
7/21/2003,107.8580807,932
7/22/2003,107.852361,933
7/23/2003,107.8468071,934
7/24/2003,107.8414236,935
7/25/2003,107.8362147,936
7/26/2003,107.831185,937
7/27/2003,107.8263385,938
7/28/2003,107.8216796,939
7/29/2003,107.8172124,940
7/30/2003,107.812941,941
7/31/2003,107.8088694,942
